Nom;ISIN;Type;Volume;Prix;URL
Dt Beteiligungs;DE000A1TNUT7;Action;-;36.400;/fr/marche/six-swiss-exchange/dt-beteiligungs-DE000A1TNUT7-DBAN-CHF-XSWX/seance
Zalando;DE000ZAL1111;Action;-;42.300;/fr/marche/six-swiss-exchange/zalando-DE000ZAL1111-ZAL-CHF-XSWX/seance
Accor;FR0000120404;Action;-;38.640;/fr/marche/six-swiss-exchange/accor-FR0000120404-AC-CHF-XSWX/seance
Pernod Ricard;FR0000120693;Action;-;179.250;/fr/marche/six-swiss-exchange/pernod-ricard-FR0000120693-RI-CHF-XSWX/seance
Lagardère S.A.;FR0000130213;Action;-;32.480;/fr/marche/six-swiss-exchange/lagardere-s-a-FR0000130213-MMB-CHF-XSWX/seance
RTL Group;LU0061462528;Action;-;50.200;/fr/marche/six-swiss-exchange/rtl-group-LU0061462528-RTL-CHF-XSWX/seance
Randstad N.V.;NL0000379121;Action;-;64.440;/fr/marche/six-swiss-exchange/randstad-n-v-NL0000379121-RDN-CHF-XSWX/seance
PostNL N.V.;NL0009739416;Action;-;1.746;/fr/marche/six-swiss-exchange/postnl-n-v-NL0009739416-PN6-CHF-XSWX/seance
H & M;SE0000106270;Action;-;15.700;/fr/marche/six-swiss-exchange/h-m-SE0000106270-HMB-CHF-XSWX/seance
A.H.T. SYNGAS TECHNO...;NL0010872388;Action;0;6.85;/fr/marche/xetra/a-h-t-syngas-technology-n-v-NL0010872388-3SQ1-EUR-XETR/seance
NL15001WM;NL0015001WM6;Action;-;-;/fr/marche/xetra/nl15001wm-NL0015001WM6-NL15001WM-EUR-XETR/seance
BIOFRONTERA AG;DE000A4BGGM7;Action;0;2.46;/fr/marche/xetra/biofrontera-ag-DE000A4BGGM7-B8FK-EUR-XETR/seance
VIROMED MEDICAL AG;DE000A3MQR65;Action;23033;4.68;/fr/marche/xetra/viromed-medical-ag-DE000A3MQR65-VMED-EUR-XETR/seance
Litho Formas  SA;PTLIT0AE0005;Action;-;2.44;/fr/marche/euronext-access-lisbon/litho-formas-sa-PTLIT0AE0005-LIT-EUR-ENXL/seance
NewTree SA;BE0003832491;Action;-;1.95;/fr/marche/euronext-access-brussels/newtree-sa-BE0003832491-NEWT-EUR-MLXB/seance
Grupo Média Capital ...;PTGMC0AM0003;Action;-;1.95;/fr/marche/euronext-lisbon/grupo-media-capital-sgps-s-a-PTGMC0AM0003-MCP-EUR-XLIS/seance
Duerr;DE0005565204;Action;-;45.82;/fr/marche/six-swiss-exchange/duerr-DE0005565204-DUE-CHF-XSWX/seance
Evotec;DE0005664809;Action;-;26.96;/fr/marche/six-swiss-exchange/evotec-DE0005664809-EVT-CHF-XSWX/seance
Patrizia AG;DE000PAT1AG3;Action;-;21.000;/fr/marche/six-swiss-exchange/patrizia-ag-DE000PAT1AG3-P1Z-CHF-XSWX/seance
DMG MORI AKTIENGESEL...;DE0005878003;Action;2150;45.9;/fr/marche/xetra/dmg-mori-aktiengesellschaft-DE0005878003-GIL-EUR-XETR/seance
INTERTAINMENT AG;DE0006223605;Action;0;0.566;/fr/marche/xetra/intertainment-ag-DE0006223605-ITN-EUR-XETR/seance
DALDRUP & SOEHNE AG;DE0007830572;Action;1783;9.56;/fr/marche/xetra/daldrup-soehne-ag-DE0007830572-4DS-EUR-XETR/seance
DATRON AG;DE000A0V9LA7;Action;2434;7.55;/fr/marche/xetra/datron-ag-DE000A0V9LA7-DAR-EUR-XETR/seance
iSh Cor EuroStx50 EU...;IE0008471009;Tracker;23073;45.150;/fr/marche/six-swiss-exchange/ish-cor-eurostx50-eur-d-IE0008471009-EUNE-CHF-XSWX/seance
LYX.MSCI GREECE U.E....;FR0010405431;Tracker;360470;1.6952;/fr/marche/xetra/lyx-msci-greece-u-e-d-FR0010405431-LYMH-EUR-XETR/seance
OSS.ESTXX600 EW UC.E...;LU0599613147;Tracker;1042;117.18;/fr/marche/xetra/oss-estxx600-ew-uc-etf-1c-LU0599613147-OSX6-EUR-XETR/seance
DEUTSCHE EFFECTEN&WE...;DE0008041005;Action;4660;0.258;/fr/marche/xetra/deutsche-effecten-wechsel-bete-DE0008041005-EFF-EUR-XETR/seance
LYX.EURO ST.50D.(2X)...;FR0010468983;Tracker;16507;48.785;/fr/marche/xetra/lyx-euro-st-50d-2x-l-a-FR0010468983-LYMZ-EUR-XETR/seance
FRANCOTYP-POSTALIA H...;DE000FPH9000;Action;139;2.18;/fr/marche/xetra/francotyp-postalia-holding-ag-DE000FPH9000-FPH-EUR-XETR/seance
HAWESKO HOLDING SE;DE0006042708;Action;0;23.2;/fr/marche/xetra/hawesko-holding-se-DE0006042708-HAW-EUR-XETR/seance
CUOTAS PARTICIPATIVA...;ES0114400007;Action;-;1.34;/fr/marche/bolsa-de-madrid/cuotas-participativas-de-caja-ES0114400007-CAM-EUR-XMAD/seance
VOCENTO;ES0114820113;Action;575;0.650;/fr/marche/bolsa-de-madrid/vocento-ES0114820113-VOC-EUR-XMAD/seance
GBS SOFTWARE AG;DE000A3MQR99;Action;0;2.78;/fr/marche/xetra/gbs-software-ag-DE000A3MQR99-INW-EUR-XETR/seance
Credit Agricole;FR0000045072;Action;-;11.720;/fr/marche/six-swiss-exchange/credit-agricole-FR0000045072-ACA-CHF-XSWX/seance
Bouygues SA;FR0000120503;Action;-;37.920;/fr/marche/six-swiss-exchange/bouygues-sa-FR0000120503-EN-CHF-XSWX/seance
AXA;FR0000120628;Action;-;25.560;/fr/marche/six-swiss-exchange/axa-FR0000120628-CS-CHF-XSWX/seance
OPmobility SE;FR0000124570;Action;-;23.110;/fr/marche/six-swiss-exchange/opmobility-se-FR0000124570-POM-CHF-XSWX/seance
Capgemini SE;FR0000125338;Action;0;109.350;/fr/marche/six-swiss-exchange/capgemini-se-FR0000125338-CAP-CHF-XSWX/seance
BNP Paribas;FR0000131104;Action;-;46.400;/fr/marche/six-swiss-exchange/bnp-paribas-FR0000131104-BNP-CHF-XSWX/seance
Koninklijke Philips ...;NL0000009538;Action;-;42.700;/fr/marche/six-swiss-exchange/koninklijke-philips-n-v-NL0000009538-PHI-CHF-XSWX/seance
TomTom NV;NL0013332471;Action;-;10.165;/fr/marche/six-swiss-exchange/tomtom-nv-NL0013332471-TMO-CHF-XSWX/seance
AIS-AM.RUS.2000 EOC;LU1681038672;Tracker;1354;237.45;/fr/marche/xetra/ais-am-rus-2000-eoc-LU1681038672-RS2K-EUR-XETR/seance
BERENTZEN-GRUPPE AG;DE0005201602;Action;1606;4.58;/fr/marche/xetra/berentzen-gruppe-ag-DE0005201602-BEZ-EUR-XETR/seance
BNPPEFR-EU.S.50 UETF...;FR0012740983;Tracker;3359;12.000;/fr/marche/xetra/bnppefr-eu-s-50-uetf-eocd-FR0012740983-ETBB-EUR-XETR/seance
PAL NEXT AG;DE000A12UPJ7;Action;53;1.20;/fr/marche/xetra/pal-next-ag-DE000A12UPJ7-PAL-EUR-XETR/seance
UBSETF MSCI EMU SRI ...;LU1273642816;Tracker;1552;24.855;/fr/marche/six-swiss-exchange/ubsetf-msci-emu-sri-hchf-acc-LU1273642816-EUSRS-CHF-XSWX/seance
Sonagi  S.G.P.S  S.A...;PTSNG0AM0007;Action;-;1.10;/fr/marche/euronext-access-lisbon/sonagi-s-g-p-s-s-a-PTSNG0AM0007-SNG-EUR-ENXL/seance
LYX.EU.ST.50(DR)U.E....;FR0007054358;Tracker;90637;52.18;/fr/marche/xetra/lyx-eu-st-50-dr-u-e-acc-FR0007054358-LYSX-EUR-XETR/seance
HAMBURGER HAFEN UND ...;DE000A0S8488;Action;961;18.35;/fr/marche/xetra/hamburger-hafen-und-logistik-a-DE000A0S8488-HHFA-EUR-XETR/seance
RWE AG;DE0007037129;Action;2951916;32.53;/fr/marche/xetra/rwe-ag-DE0007037129-RWE-EUR-XETR/seance
Prismaflex Internati...;FR0004044600;Action;419;5.799;/fr/marche/euronext-growth-paris/prismaflex-international-FR0004044600-ALPRI-EUR-ALXP/seance
Broadpeak;FR001400AJZ7;Action;6448;1.265;/fr/marche/euronext-growth-paris/broadpeak-FR001400AJZ7-ALBPK-EUR-ALXP/seance
HENSOLDT AG;DE000HAG0005;Action;428342;62.00;/fr/marche/xetra/hensoldt-ag-DE000HAG0005-HAG-EUR-XETR/seance
DAIMLER TRUCK HOLDIN...;DE000DTR0CK8;Action;2804346;32.40;/fr/marche/xetra/daimler-truck-holding-ag-DE000DTR0CK8-DTG-EUR-XETR/seance
EMOVA Group;FR0013356755;Action;1064;0.6998;/fr/marche/euronext-growth-paris/emova-group-FR0013356755-ALEMV-EUR-ALXP/seance
HUGO BOSS AG;DE000A1PHFF7;Action;386030;33.30;/fr/marche/xetra/hugo-boss-ag-DE000A1PHFF7-BOSS-EUR-XETR/seance
FRESENIUS SE&CO KGAA;DE0005785604;Action;1062601;36.57;/fr/marche/xetra/fresenius-se-co-kgaa-DE0005785604-FRE-EUR-XETR/seance
Groupe TERA;FR0013429404;Action;1144;3.10;/fr/marche/euronext-growth-paris/groupe-tera-FR0013429404-ALGTR-EUR-ALXP/seance
FLATEXDEGIRO AG;DE000FTG1111;Action;581935;19.43;/fr/marche/xetra/flatexdegiro-ag-DE000FTG1111-FTK-EUR-XETR/seance
BILFINGER SE;DE0005909006;Action;140307;62.10;/fr/marche/xetra/bilfinger-se-DE0005909006-GBF-EUR-XETR/seance
NORTHERN DATA AG;DE000A0SMU87;Action;38465;22.44;/fr/marche/xetra/northern-data-ag-DE000A0SMU87-NB2-EUR-XETR/seance
ISPD Network  S.A.;ES0109429037;Action;46;2.9800;/fr/marche/euronext-growth-paris/ispd-network-s-a-ES0109429037-ALISP-EUR-ALXP/seance
IONOS GROUP SE;DE000A3E00M1;Action;246397;27.65;/fr/marche/xetra/ionos-group-se-DE000A3E00M1-IOS-EUR-XETR/seance
CONTINENTAL AG;DE0005439004;Action;523331;61.08;/fr/marche/xetra/continental-ag-DE0005439004-CON-EUR-XETR/seance
IntegraGen;FR0010908723;Action;36;0.5000;/fr/marche/euronext-growth-paris/integragen-FR0010908723-ALINT-EUR-ALXP/seance
CARL ZEISS MEDITEC A...;DE0005313704;Action;190521;53.80;/fr/marche/xetra/carl-zeiss-meditec-ag-DE0005313704-AFX-EUR-XETR/seance
SOLARIA ENERGIA Y ME...;ES0165386014;Action;1012949;6.590;/fr/marche/bolsa-de-madrid/solaria-energia-y-medio-ambien-ES0165386014-SLR-EUR-XMAD/seance
Sapmer;FR0010776617;Action;-;7.10;/fr/marche/euronext-growth-paris/sapmer-FR0010776617-ALMER-EUR-ALXP/seance
Adomos;FR001400UT31;Action;47781;0.1018;/fr/marche/euronext-growth-paris/adomos-FR001400UT31-ALADO-EUR-ALXP/seance
ATRESMEDIA CORPORACI...;ES0109427734;Action;348257;5.060;/fr/marche/bolsa-de-madrid/atresmedia-corporacion-de-medi-ES0109427734-A3M-EUR-XMAD/seance
One Experience;FR0013266772;Action;-;0.300;/fr/marche/euronext-growth-paris/one-experience-FR0013266772-ALEXP-EUR-ALXP/seance
Bluelinea;FR0011041011;Action;242;0.610;/fr/marche/euronext-growth-paris/bluelinea-FR0011041011-ALBLU-EUR-ALXP/seance
AdVini;FR0000053043;Action;1;12.800;/fr/marche/euronext-growth-paris/advini-FR0000053043-ALAVI-EUR-ALXP/seance
AURUBIS AG;DE0006766504;Action;188072;74.10;/fr/marche/xetra/aurubis-ag-DE0006766504-NDA-EUR-XETR/seance
ELRINGKLINGER AG;DE0007856023;Action;25693;4.585;/fr/marche/xetra/elringklinger-ag-DE0007856023-ZIL2-EUR-XETR/seance
HELLOFRESH SE;DE000A161408;Action;2545646;7.278;/fr/marche/xetra/hellofresh-se-DE000A161408-HFG-EUR-XETR/seance
AIS-PEA DJ INAV U.ET...;LU2572256662;Tracker;52;407.75;/fr/marche/xetra/ais-pea-dj-inav-u-etfdld-LU2572256662-AHYI-EUR-XETR/seance
E.ON SE;DE000ENAG999;Action;7648244;14.475;/fr/marche/xetra/e-on-se-DE000ENAG999-EOAN-EUR-XETR/seance
VANG.FTSE D.E.XUK UE...;IE00BKX55S42;Tracker;37776;38.185;/fr/marche/xetra/vang-ftse-d-e-xuk-uetfeod-IE00BKX55S42-VERX-EUR-XETR/seance
Safe S.A.;FR001400RKU0;Action;1143656;0.0043;/fr/marche/euronext-growth-paris/safe-s-a-FR001400RKU0-ALSAF-EUR-ALXP/seance
SUESS MICROTEC SE;DE000A1K0235;Action;121564;29.24;/fr/marche/xetra/suess-microtec-se-DE000A1K0235-SMHN-EUR-XETR/seance
KION GROUP AG;DE000KGX8881;Action;521483;31.96;/fr/marche/xetra/kion-group-ag-DE000KGX8881-KGX-EUR-XETR/seance
Installux;FR0000060451;Action;6;307.75;/fr/marche/euronext-growth-paris/installux-FR0000060451-ALLUX-EUR-ALXP/seance
HSBC EURO STOXX 50 U...;IE00B4K6B022;Tracker;59716;50.34;/fr/marche/xetra/hsbc-euro-stoxx-50-uc-etf-IE00B4K6B022-H4ZA-EUR-XETR/seance
SFC ENERGY AG;DE0007568578;Action;40121;20.15;/fr/marche/xetra/sfc-energy-ag-DE0007568578-F3C-EUR-XETR/seance
CELLNEX TELECOM  S.A...;ES0105066007;Action;1976339;31.590;/fr/marche/bolsa-de-madrid/cellnex-telecom-s-a-ES0105066007-CLNX-EUR-XMAD/seance
MTU AERO ENGINES AG;DE000A0D9PT0;Action;354151;268.9;/fr/marche/xetra/mtu-aero-engines-ag-DE000A0D9PT0-MTX-EUR-XETR/seance
MYNARIC AG;DE000A31C305;Action;8557;0.900;/fr/marche/xetra/mynaric-ag-DE000A31C305-M0YN-EUR-XETR/seance
ISH.7-C.MSCI E.U.E E...;IE00B53QG562;Tracker;22142;174.36;/fr/marche/xetra/ish-7-c-msci-e-u-e-eo-acc-IE00B53QG562-SXR7-EUR-XETR/seance
Ryanair Holdings plc;IE00BYTBXV33;Action;12528;18.425;/fr/marche/xetra/ryanair-holdings-plc-IE00BYTBXV33-RY4C-EUR-XETR/seance
OMV AG;AT0000743059;Action;30454;41.72;/fr/marche/xetra/omv-ag-AT0000743059-OMV-EUR-XETR/seance
NSC Groupe;FR0000064529;Action;-;63.5;/fr/marche/euronext-growth-paris/nsc-groupe-FR0000064529-ALNSC-EUR-ALXP/seance
Corticeira Amorim  S...;PTCOR0AE0006;Action;50471;7.38;/fr/marche/euronext-lisbon/corticeira-amorim-sgps-s-a-PTCOR0AE0006-COR-EUR-XLIS/seance
GRUPO EMPRESARIAL SA...;ES0180918015;Action;61430;5.23;/fr/marche/bolsa-de-madrid/grupo-empresarial-san-jose-s-ES0180918015-GSJ-EUR-XMAD/seance
CUREVAC NV;NL0015436031;Action;140007;2.694;/fr/marche/xetra/curevac-nv-NL0015436031-5CV-EUR-XETR/seance
SPOTIFY TECHNOLOGY S...;LU1778762911;Action;2790;485.65;/fr/marche/xetra/spotify-technology-s-a-LU1778762911-639-EUR-XETR/seance
Galp Energia  SGPS  ...;PTGAL0AM0009;Action;2444882;12.720;/fr/marche/euronext-lisbon/galp-energia-sgps-s-a-PTGAL0AM0009-GALP-EUR-XLIS/seance
Qwamplify;FR0010889386;Action;-;1.9300;/fr/marche/euronext-growth-paris/qwamplify-FR0010889386-ALQWA-EUR-ALXP/seance
ISHSVII-C.EO STXX50 ...;IE00B53L3W79;Tracker;45602;178.66;/fr/marche/xetra/ishsvii-c-eo-stxx50-eoacc-IE00B53L3W79-SXRT-EUR-XETR/seance
IS.EO ST.SEL.DIV.30 ...;DE0002635281;Tracker;21639;17.044;/fr/marche/xetra/is-eo-st-sel-div-30-u-e-d-DE0002635281-EXSG-EUR-XETR/seance
LIF-600 BANKS EOD;LU2082996112;Tracker;3967;53.22;/fr/marche/xetra/lif-600-banks-eod-LU2082996112-INDA-EUR-XETR/seance
EBRO FOODS  S.A.;ES0112501012;Action;27774;16.720;/fr/marche/bolsa-de-madrid/ebro-foods-s-a-ES0112501012-EBRO-EUR-XMAD/seance
Groupimo;FR0014000RP6;Action;-;0.182;/fr/marche/euronext-growth-paris/groupimo-FR0014000RP6-ALIMO-EUR-ALXP/seance
M2i;FR0013270626;Action;162;8.326;/fr/marche/euronext-growth-paris/m2i-FR0013270626-ALMII-EUR-ALXP/seance
VANG.FTSE D.E.XUK ET...;IE00BK5BQY34;Tracker;6483;44.160;/fr/marche/xetra/vang-ftse-d-e-xuk-etf-eoa-IE00BK5BQY34-VERE-EUR-XETR/seance
CTT-Correios de Port...;PTCTT0AM0001;Action;350120;6.65;/fr/marche/euronext-lisbon/ctt-correios-de-portugal-s-a-PTCTT0AM0001-CTT-EUR-XLIS/seance
RINGMETALL SE;DE000A3E5E55;Action;2415;3.34;/fr/marche/xetra/ringmetall-se-DE000A3E5E55-HP3A-EUR-XETR/seance
AENA  S.M.E.  S.A.;ES0105046009;Action;123463;207.600;/fr/marche/bolsa-de-madrid/aena-s-m-e-s-a-ES0105046009-AENA-EUR-XMAD/seance
DEUTSCHE WOHNEN SE;DE000A0HN5C6;Action;245878;20.75;/fr/marche/xetra/deutsche-wohnen-se-DE000A0HN5C6-DWNI-EUR-XETR/seance
Immersion SA;FR0013060100;Action;1000;1.53;/fr/marche/euronext-growth-paris/immersion-sa-FR0013060100-ALIMR-EUR-ALXP/seance
PIERER Mobility AG;AT0000KTMI02;Action;2128;13.420;/fr/marche/six-swiss-exchange/pierer-mobility-ag-AT0000KTMI02-PKTM-CHF-XSWX/seance
ISHS CORE DAX UC.ETF...;DE0005933931;Tracker;107299;169.50;/fr/marche/xetra/ishs-core-dax-uc-etf-eoa-DE0005933931-EXS1-EUR-XETR/seance
SUEDZUCKER AG;DE0007297004;Action;238992;11.08;/fr/marche/xetra/suedzucker-ag-DE0007297004-SZU-EUR-XETR/seance
RTL GROUP;LU0061462528;Action;129504;33.55;/fr/marche/xetra/rtl-group-LU0061462528-RRTL-EUR-XETR/seance
COMPA...IA DE DISTRI...;ES0105027009;Action;192946;28.260;/fr/marche/bolsa-de-madrid/compa-ia-de-distribucion-int-ES0105027009-LOG-EUR-XMAD/seance
Glint - Global Intel...;PTPAD0AM0007;Action;2527;0.5500;/fr/marche/euronext-lisbon/glint-global-intelligent-technologies-s-a-PTPAD0AM0007-GLINT-EUR-XLIS/seance
Fill Up Média;FR001400AEM6;Action;1;5.95;/fr/marche/euronext-growth-paris/fill-up-media-FR001400AEM6-ALFUM-EUR-ALXP/seance
INVESCOM3 EUROSTX HD...;IE00BZ4BMM98;Tracker;16718;26.240;/fr/marche/xetra/invescom3-eurostx-hdl-a-IE00BZ4BMM98-EHDV-EUR-XETR/seance
FAES FARMA  S.A.;ES0134950F36;Action;226849;3.705;/fr/marche/bolsa-de-madrid/faes-farma-s-a-ES0134950F36-FAE-EUR-XMAD/seance
Ordissimo;FR0013318052;Action;2602;0.6499;/fr/marche/euronext-growth-paris/ordissimo-FR0013318052-ALORD-EUR-ALXP/seance
Jerónimo Martins  SG...;PTJMT0AE0001;Action;566662;20.02;/fr/marche/euronext-lisbon/jeronimo-martins-sgps-s-a-PTJMT0AE0001-JMT-EUR-XLIS/seance
AFFIMED N V;;Action;68755;0.6220;/fr/marche/nasdaq-nms-global-market/affimed-n-v-AFMD-USD-XNMS/seance
ACCIONA  S.A.;ES0125220311;Action;75531;112.200;/fr/marche/bolsa-de-madrid/acciona-s-a-ES0125220311-ANA-EUR-XMAD/seance
VIDRALA  S.A.;ES0183746314;Action;17602;92.700;/fr/marche/bolsa-de-madrid/vidrala-s-a-ES0183746314-VID-EUR-XMAD/seance
Aventador;FR001400IV58;Action;-;0.0008;/fr/marche/euronext-growth-paris/aventador-FR001400IV58-ALAVE-EUR-ALXP/seance
BEFESA SA;LU1704650164;Action;79981;22.10;/fr/marche/xetra/befesa-sa-LU1704650164-BFSA-EUR-XETR/seance
MIQUEL Y COSTAS & MI...;ES0164180012;Action;890;12.550;/fr/marche/bolsa-de-madrid/miquel-y-costas-miquel-s-a-ES0164180012-MCM-EUR-XMAD/seance
PROSEGUR;ES0175438003;Action;158069;2.065;/fr/marche/bolsa-de-madrid/prosegur-ES0175438003-PSG-EUR-XMAD/seance
ATAI LIFE SCIENCES N...;;Action;971747;1.29;/fr/marche/nasdaq-nms-global-market/atai-life-sciences-nv-ATAI-USD-XNMS/seance
ORYZON GENOMICS  S.A...;ES0167733015;Action;204228;2.720;/fr/marche/bolsa-de-madrid/oryzon-genomics-s-a-ES0167733015-ORY-EUR-XMAD/seance
K+S AG;DE000KSAG888;Action;2491371;13.69;/fr/marche/xetra/k-s-ag-DE000KSAG888-SDF-EUR-XETR/seance
ACERINOX  S.A.;ES0132105018;Action;911462;9.305;/fr/marche/bolsa-de-madrid/acerinox-s-a-ES0132105018-ACX-EUR-XMAD/seance
ERICSSON(L.M.)(TELEF...;SE0000108656;Action;9310;6.330;/fr/marche/xetra/ericsson-l-m-telefonaktiebol-SE0000108656-ERCB-EUR-XETR/seance
SOFTIMAT;BE0003773877;Action;50;0.820;/fr/marche/euronext-growth-brussels/softimat-BE0003773877-SOFT-EUR-ALXB/seance
INDITEX (IND.DE DISE...;ES0148396007;Action;892;45.49;/fr/marche/xetra/inditex-ind-de-diseno-textil-ES0148396007-IXD1-EUR-XETR/seance
ADESSO SE;DE000A0Z23Q5;Action;5313;88.9;/fr/marche/xetra/adesso-se-DE000A0Z23Q5-ADN1-EUR-XETR/seance
SCOUT24 SE;DE000A12DM80;Action;243669;97.10;/fr/marche/xetra/scout24-se-DE000A12DM80-G24-EUR-XETR/seance
DWS GROUP SE;DE000DWS1007;Action;155495;40.66;/fr/marche/xetra/dws-group-se-DE000DWS1007-DWS-EUR-XETR/seance
UBSLFS-ESTOXX50UETF ...;LU0136234068;Tracker;3831;48.285;/fr/marche/xetra/ubslfs-estoxx50uetf-ahskd-LU0136234068-UIM1-EUR-XETR/seance
URBAS GRUPO FINANCIE...;ES0182280018;Action;46600410;0.002;/fr/marche/bolsa-de-madrid/urbas-grupo-financiero-s-a-ES0182280018-UBS-EUR-XMAD/seance
S.M.A.I.O;FR0014005I80;Action;4621;3.54;/fr/marche/euronext-growth-paris/s-m-a-i-o-FR0014005I80-ALSMA-EUR-ALXP/seance
SECUNET SECURITY AG;DE0007276503;Action;3819;170.2;/fr/marche/xetra/secunet-security-ag-DE0007276503-YSN-EUR-XETR/seance
MUTARES SE & CO. KGA...;DE000A2NB650;Action;75649;31.20;/fr/marche/xetra/mutares-se-co-kgaa-DE000A2NB650-MUX-EUR-XETR/seance
DEUTSCHE ROHSTOFF AG;DE000A0XYG76;Action;3967;31.35;/fr/marche/xetra/deutsche-rohstoff-ag-DE000A0XYG76-DR0-EUR-XETR/seance
ABO ENERGY GMBH & CO...;DE0005760029;Action;315;36.5;/fr/marche/xetra/abo-energy-gmbh-co-kgaa-DE0005760029-AB9-EUR-XETR/seance
EVONIK INDUSTRIES AG;DE000EVNK013;Action;1197249;17.86;/fr/marche/xetra/evonik-industries-ag-DE000EVNK013-EVK-EUR-XETR/seance
NATURGY ENERGY GROUP...;ES0116870314;Action;269483;24.340;/fr/marche/bolsa-de-madrid/naturgy-energy-group-s-a-ES0116870314-NTGY-EUR-XMAD/seance
UNICAJA BANCO  S.A.;ES0180907000;Action;10841935;1.576;/fr/marche/bolsa-de-madrid/unicaja-banco-s-a-ES0180907000-UNI-EUR-XMAD/seance
CORPORACION FINANCIE...;ES0117160111;Action;2722;83.78;/fr/marche/bolsa-de-madrid/corporacion-financiera-alba-s-ES0117160111-ALB-EUR-XMAD/seance
AVADEL PHARMACEUTICA...;;Action;1167724;7.68;/fr/marche/nasdaq-nms-global-market/avadel-pharmaceuticals-plc-AVDL-USD-XNMS/seance
Vialife;FR0010326090;Action;-;15.0;/fr/marche/euronext-growth-paris/vialife-FR0010326090-ALVIA-EUR-ALXP/seance
FORTEC ELEKTRONIK AG;DE0005774103;Action;507;15.50;/fr/marche/xetra/fortec-elektronik-ag-DE0005774103-FEV-EUR-XETR/seance
REDCARE PHARMACY N.V...;NL0012044747;Action;110861;121.1;/fr/marche/xetra/redcare-pharmacy-n-v-NL0012044747-RDC-EUR-XETR/seance
MUL-LYXOR DAX DR UC....;LU0252633754;Tracker;23085;187.06;/fr/marche/xetra/mul-lyxor-dax-dr-uc-etf-a-LU0252633754-LYY7-EUR-XETR/seance
MELIA HOTELS INTERNA...;ES0176252718;Action;296234;6.060;/fr/marche/bolsa-de-madrid/melia-hotels-international-s-ES0176252718-MEL-EUR-XMAD/seance
DEUTZ AG;DE0006305006;Action;688196;6.105;/fr/marche/xetra/deutz-ag-DE0006305006-DEZ-EUR-XETR/seance
IS.EO ST.SEL.DIV.30 ...;DE0002635281;Tracker;21639;17.044;/fr/marche/xetra/is-eo-st-sel-div-30-u-e-d-DE0002635281-EXSG-EUR-XETR/seance
ERSTE GROUP BANK AG;AT0000652011;Action;2967;58.05;/fr/marche/xetra/erste-group-bank-ag-AT0000652011-EBO-EUR-XETR/seance
BITCOIN GROUP SE;DE000A1TNV91;Action;17855;32.10;/fr/marche/xetra/bitcoin-group-se-DE000A1TNV91-ADE-EUR-XETR/seance
PATRIZIA SE;DE000PAT1AG3;Action;105423;7.10;/fr/marche/xetra/patrizia-se-DE000PAT1AG3-PAT-EUR-XETR/seance
SCHOTT PHARMA AG & C...;DE000A3ENQ51;Action;187796;22.10;/fr/marche/xetra/schott-pharma-ag-co-kgaa-DE000A3ENQ51-1SXP-EUR-XETR/seance
SYNBIOTIC SE;DE000A3E5A59;Action;1447;3.175;/fr/marche/xetra/synbiotic-se-DE000A3E5A59-SBX-EUR-XETR/seance
GLOBAL FASHION GROUP...;LU2010095458;Action;316082;0.240;/fr/marche/xetra/global-fashion-group-sa-LU2010095458-GFG-EUR-XETR/seance
ERCROS;ES0125140A14;Action;26792;2.815;/fr/marche/bolsa-de-madrid/ercros-ES0125140A14-ECR-EUR-XMAD/seance
STROEER SE&CO KGAA;DE0007493991;Action;100676;48.55;/fr/marche/xetra/stroeer-se-co-kgaa-DE0007493991-SAX-EUR-XETR/seance
IVU TRAFFIC TECHNOLO...;DE0007448508;Action;4404;16.55;/fr/marche/xetra/ivu-traffic-technologies-ag-DE0007448508-IVU-EUR-XETR/seance
Groupimo;FR0014000RP6;Action;-;0.182;/fr/marche/euronext-growth-paris/groupimo-FR0014000RP6-ALIMO-EUR-ALXP/seance
FLUIDRA  S.A.;ES0137650018;Action;446724;18.950;/fr/marche/bolsa-de-madrid/fluidra-s-a-ES0137650018-FDR-EUR-XMAD/seance
STEYR MOTORS AG;AT0000A3FW25;Action;143193;35.7;/fr/marche/xetra/steyr-motors-ag-AT0000A3FW25-4X0-EUR-XETR/seance
FACC AG;AT00000FACC2;Action;8;6.76;/fr/marche/xetra/facc-ag-AT00000FACC2-1FC-EUR-XETR/seance
M2i;FR0013270626;Action;162;8.326;/fr/marche/euronext-growth-paris/m2i-FR0013270626-ALMII-EUR-ALXP/seance
ISHSIV-MSCI EMU ESG ...;IE00BFNM3C07;Tracker;7257;6.975;/fr/marche/xetra/ishsiv-msci-emu-esg-s-eod-IE00BFNM3C07-SLMB-EUR-XETR/seance
Novabase S.G.P.S.  S...;PTNBA0AM0006;Action;342;7.25;/fr/marche/euronext-lisbon/novabase-s-g-p-s-s-a-PTNBA0AM0006-NBA-EUR-XLIS/seance
MENSCH & MASCHINE SO...;DE0006580806;Action;15558;48.90;/fr/marche/xetra/mensch-maschine-software-se-DE0006580806-MUM-EUR-XETR/seance
SMX (SECURITY MATTER...;;Action;76470;1.31;/fr/marche/nasdaq-capital-market/smx-security-matters-plc-SMX-USD-XNCM/seance
ALANTRA PARTNERS  S....;ES0126501131;Action;4158;8.120;/fr/marche/bolsa-de-madrid/alantra-partners-s-a-ES0126501131-ALNT-EUR-XMAD/seance
